TIME_PERIOD;GEO;AGE;SEX;OBS_STATUS;OBS_VALUE
2020-W35;CH;Y30T34;F;P;1
2020-W35;CH;Y30T34;M;P;1
2020-W35;CH;Y35T39;T;P;3
2020-W35;CH;Y35T39;F;P;2
2020-W35;CH;Y35T39;M;P;1
2020-W35;CH;Y40T44;T;P;9
2020-W35;CH;Y40T44;F;P;3
2020-W35;CH;Y40T44;M;P;6
2020-W35;CH;Y45T49;T;P;9
2020-W35;CH;Y45T49;F;P;3
2020-W35;CH;Y45T49;M;P;6
2020-W35;CH;Y50T54;T;P;26
2020-W35;CH;Y50T54;F;P;9
2020-W35;CH;Y50T54;M;P;17
2020-W35;CH;Y55T59;T;P;34
2020-W35;CH;Y55T59;F;P;13
2020-W35;CH;Y55T59;M;P;21
2020-W35;CH;Y60T64;T;P;51
2020-W35;CH;Y60T64;F;P;17
2020-W35;CH;Y60T64;M;P;34
2020-W35;CH;Y65T69;T;P;69
2020-W35;CH;Y65T69;F;P;28
2020-W35;CH;Y65T69;M;P;41
2020-W35;CH;Y70T74;T;P;114
2020-W35;CH;Y70T74;F;P;43
2020-W35;CH;Y70T74;M;P;71
2020-W35;CH;Y75T79;T;P;133
2020-W35;CH;Y75T79;F;P;50
2020-W35;CH;Y75T79;M;P;83
2020-W35;CH;Y80T84;T;P;166
2020-W35;CH;Y80T84;F;P;77
2020-W35;CH;Y80T84;M;P;89
2020-W35;CH;Y85T89;T;P;222
2020-W35;CH;Y85T89;F;P;119
2020-W35;CH;Y85T89;M;P;103
2020-W35;CH;Y_GE90;T;P;323
2020-W35;CH;Y_GE90;F;P;209
2020-W35;CH;Y_GE90;M;P;114
2020-W35;CH011;_T;T;P;82
2020-W35;CH011;_T;F;P;44
2020-W35;CH011;_T;M;P;38
2020-W35;CH011;Y45T49;T;P;1
2020-W35;CH011;Y45T49;F;P;1
2020-W35;CH011;Y55T59;T;P;2
2020-W35;CH011;Y55T59;F;P;2
2020-W35;CH011;Y60T64;T;P;1
2020-W35;CH011;Y60T64;M;P;1
2020-W35;CH011;Y65T69;T;P;7
2020-W35;CH011;Y65T69;F;P;2
2020-W35;CH011;Y65T69;M;P;5
2020-W35;CH011;Y70T74;T;P;12
2020-W35;CH011;Y70T74;F;P;3
2020-W35;CH011;Y70T74;M;P;9
2020-W35;CH011;Y75T79;T;P;9
2020-W35;CH011;Y75T79;F;P;4
2020-W35;CH011;Y75T79;M;P;5
2020-W35;CH011;Y80T84;T;P;11
2020-W35;CH011;Y80T84;F;P;7
2020-W35;CH011;Y80T84;M;P;4
2020-W35;CH011;Y85T89;T;P;12
2020-W35;CH011;Y85T89;F;P;7
2020-W35;CH011;Y85T89;M;P;5
2020-W35;CH011;Y_GE90;T;P;27
2020-W35;CH011;Y_GE90;F;P;18
2020-W35;CH011;Y_GE90;M;P;9
2020-W35;CH012;_T;T;P;47
2020-W35;CH012;_T;F;P;19
2020-W35;CH012;_T;M;P;28
2020-W35;CH012;Y20T24;T;P;1
2020-W35;CH012;Y20T24;F;P;1
2020-W35;CH012;Y50T54;T;P;3
2020-W35;CH012;Y50T54;F;P;1
2020-W35;CH012;Y50T54;M;P;2
2020-W35;CH012;Y55T59;T;P;2
2020-W35;CH012;Y55T59;F;P;1
2020-W35;CH012;Y55T59;M;P;1
2020-W35;CH012;Y60T64;T;P;2
2020-W35;CH012;Y60T64;F;P;1
2020-W35;CH012;Y60T64;M;P;1
2020-W35;CH012;Y65T69;T;P;3
2020-W35;CH012;Y65T69;F;P;2
2020-W35;CH012;Y65T69;M;P;1
2020-W35;CH012;Y70T74;T;P;4
2020-W35;CH012;Y70T74;M;P;4
2020-W35;CH012;Y75T79;T;P;7
2020-W35;CH012;Y75T79;F;P;1
2020-W35;CH012;Y75T79;M;P;6
2020-W35;CH012;Y80T84;T;P;5
2020-W35;CH012;Y80T84;F;P;1
2020-W35;CH012;Y80T84;M;P;4
2020-W35;CH012;Y85T89;T;P;12
2020-W35;CH012;Y85T89;F;P;6
2020-W35;CH012;Y85T89;M;P;6
2020-W35;CH012;Y_GE90;T;P;8
2020-W35;CH012;Y_GE90;F;P;5
2020-W35;CH012;Y_GE90;M;P;3
2020-W35;CH013;_T;T;P;61
2020-W35;CH013;_T;F;P;36
2020-W35;CH013;_T;M;P;25
2020-W35;CH013;Y0T4;T;P;1
2020-W35;CH013;Y0T4;M;P;1
2020-W35;CH013;Y40T44;T;P;1
2020-W35;CH013;Y40T44;M;P;1
2020-W35;CH013;Y50T54;T;P;2
2020-W35;CH013;Y50T54;F;P;2
2020-W35;CH013;Y55T59;T;P;1
2020-W35;CH013;Y55T59;F;P;1
2020-W35;CH013;Y60T64;T;P;3
2020-W35;CH013;Y60T64;F;P;1
2020-W35;CH013;Y60T64;M;P;2
2020-W35;CH013;Y65T69;T;P;1
2020-W35;CH013;Y65T69;F;P;1
2020-W35;CH013;Y70T74;T;P;6
2020-W35;CH013;Y70T74;F;P;2
2020-W35;CH013;Y70T74;M;P;4
2020-W35;CH013;Y75T79;T;P;9
2020-W35;CH013;Y75T79;F;P;6
2020-W35;CH013;Y75T79;M;P;3
2020-W35;CH013;Y80T84;T;P;6
2020-W35;CH013;Y80T84;F;P;4
2020-W35;CH013;Y80T84;M;P;2
2020-W35;CH013;Y85T89;T;P;15
2020-W35;CH013;Y85T89;F;P;7
2020-W35;CH013;Y85T89;M;P;8
2020-W35;CH013;Y_GE90;T;P;16
2020-W35;CH013;Y_GE90;F;P;12
2020-W35;CH013;Y_GE90;M;P;4
2020-W35;CH021;_T;T;P;173
2020-W35;CH021;_T;F;P;80
2020-W35;CH021;_T;M;P;93
2020-W35;CH021;Y0T4;T;P;1
2020-W35;CH021;Y0T4;F;P;1
2020-W35;CH021;Y15T19;T;P;1
2020-W35;CH021;Y15T19;M;P;1
2020-W35;CH021;Y40T44;T;P;1
2020-W35;CH021;Y40T44;M;P;1
2020-W35;CH021;Y45T49;T;P;1
2020-W35;CH021;Y45T49;M;P;1
2020-W35;CH021;Y50T54;T;P;1
2020-W35;CH021;Y50T54;F;P;1
2020-W35;CH021;Y55T59;T;P;5
2020-W35;CH021;Y55T59;F;P;1
2020-W35;CH021;Y55T59;M;P;4
2020-W35;CH021;Y60T64;T;P;10
2020-W35;CH021;Y60T64;F;P;4
2020-W35;CH021;Y60T64;M;P;6
2020-W35;CH021;Y65T69;T;P;14
2020-W35;CH021;Y65T69;F;P;3
2020-W35;CH021;Y65T69;M;P;11
2020-W35;CH021;Y70T74;T;P;18
2020-W35;CH021;Y70T74;F;P;6
2020-W35;CH021;Y70T74;M;P;12
2020-W35;CH021;Y75T79;T;P;19
2020-W35;CH021;Y75T79;F;P;9
2020-W35;CH021;Y75T79;M;P;10
2020-W35;CH021;Y80T84;T;P;24
2020-W35;CH021;Y80T84;F;P;13
2020-W35;CH021;Y80T84;M;P;11
2020-W35;CH021;Y85T89;T;P;34
2020-W35;CH021;Y85T89;F;P;19
2020-W35;CH021;Y85T89;M;P;15
2020-W35;CH021;Y_GE90;T;P;44
2020-W35;CH021;Y_GE90;F;P;23
2020-W35;CH021;Y_GE90;M;P;21
2020-W35;CH022;_T;T;P;41
2020-W35;CH022;_T;F;P;21
2020-W35;CH022;_T;M;P;20
2020-W35;CH022;Y55T59;T;P;4
2020-W35;CH022;Y55T59;F;P;2
2020-W35;CH022;Y55T59;M;P;2
2020-W35;CH022;Y60T64;T;P;1
2020-W35;CH022;Y60T64;M;P;1
2020-W35;CH022;Y65T69;T;P;3
2020-W35;CH022;Y65T69;F;P;1
2020-W35;CH022;Y65T69;M;P;2
2020-W35;CH022;Y70T74;T;P;4
2020-W35;CH022;Y70T74;F;P;2
2020-W35;CH022;Y70T74;M;P;2
2020-W35;CH022;Y75T79;T;P;8
2020-W35;CH022;Y75T79;F;P;1
2020-W35;CH022;Y75T79;M;P;7
2020-W35;CH022;Y80T84;T;P;2
2020-W35;CH022;Y80T84;F;P;1
2020-W35;CH022;Y80T84;M;P;1
2020-W35;CH022;Y85T89;T;P;7
2020-W35;CH022;Y85T89;F;P;5
2020-W35;CH022;Y85T89;M;P;2
2020-W35;CH022;Y_GE90;T;P;12
2020-W35;CH022;Y_GE90;F;P;9
2020-W35;CH022;Y_GE90;M;P;3
2020-W35;CH023;_T;T;P;43
2020-W35;CH023;_T;F;P;16
2020-W35;CH023;_T;M;P;27
2020-W35;CH023;Y25T29;T;P;1
2020-W35;CH023;Y25T29;M;P;1
2020-W35;CH023;Y30T34;T;P;1
2020-W35;CH023;Y30T34;M;P;1
2020-W35;CH023;Y50T54;T;P;1
2020-W35;CH023;Y50T54;F;P;1
2020-W35;CH023;Y60T64;T;P;3
2020-W35;CH023;Y60T64;F;P;1
2020-W35;CH023;Y60T64;M;P;2
2020-W35;CH023;Y65T69;T;P;4
2020-W35;CH023;Y65T69;F;P;1
2020-W35;CH023;Y65T69;M;P;3
2020-W35;CH023;Y70T74;T;P;4
2020-W35;CH023;Y70T74;F;P;1
2020-W35;CH023;Y70T74;M;P;3
2020-W35;CH023;Y75T79;T;P;5
2020-W35;CH023;Y75T79;M;P;5
2020-W35;CH023;Y80T84;T;P;13
2020-W35;CH023;Y80T84;F;P;5
2020-W35;CH023;Y80T84;M;P;8
2020-W35;CH023;Y85T89;T;P;6
2020-W35;CH023;Y85T89;F;P;3
2020-W35;CH023;Y85T89;M;P;3
2020-W35;CH023;Y_GE90;T;P;5
2020-W35;CH023;Y_GE90;F;P;4
2020-W35;CH023;Y_GE90;M;P;1
2020-W35;CH024;_T;T;P;29
2020-W35;CH024;_T;F;P;15
2020-W35;CH024;_T;M;P;14
2020-W35;CH024;Y40T44;T;P;1
2020-W35;CH024;Y40T44;M;P;1
2020-W35;CH024;Y50T54;T;P;2
2020-W35;CH024;Y50T54;M;P;2
2020-W35;CH024;Y55T59;T;P;1
2020-W35;CH024;Y55T59;M;P;1
2020-W35;CH024;Y60T64;T;P;1
2020-W35;CH024;Y60T64;F;P;1
2020-W35;CH024;Y65T69;T;P;4
2020-W35;CH024;Y65T69;F;P;3
2020-W35;CH024;Y65T69;M;P;1
2020-W35;CH024;Y75T79;T;P;4
2020-W35;CH024;Y75T79;F;P;1
2020-W35;CH024;Y75T79;M;P;3
2020-W35;CH024;Y85T89;T;P;10
2020-W35;CH024;Y85T89;F;P;6
2020-W35;CH024;Y85T89;M;P;4
2020-W35;CH024;Y_GE90;T;P;6
2020-W35;CH024;Y_GE90;F;P;4
2020-W35;CH024;Y_GE90;M;P;2
2020-W35;CH025;_T;T;P;12
2020-W35;CH025;_T;F;P;7
2020-W35;CH025;_T;M;P;5
2020-W35;CH025;Y55T59;T;P;1
2020-W35;CH025;Y55T59;M;P;1
2020-W35;CH025;Y70T74;T;P;1
2020-W35;CH025;Y70T74;M;P;1
2020-W35;CH025;Y75T79;T;P;1
2020-W35;CH025;Y75T79;M;P;1
2020-W35;CH025;Y80T84;T;P;1
2020-W35;CH025;Y80T84;F;P;1
2020-W35;CH025;Y85T89;T;P;4
2020-W35;CH025;Y85T89;F;P;3
2020-W35;CH025;Y85T89;M;P;1
2020-W35;CH025;Y_GE90;T;P;4
2020-W35;CH025;Y_GE90;F;P;3
2020-W35;CH025;Y_GE90;M;P;1
2020-W35;CH031;_T;T;P;38
2020-W35;CH031;_T;F;P;17
2020-W35;CH031;_T;M;P;21
2020-W35;CH031;Y20T24;T;P;1
2020-W35;CH031;Y20T24;M;P;1
2020-W35;CH031;Y40T44;T;P;1
2020-W35;CH031;Y40T44;F;P;1
2020-W35;CH031;Y50T54;T;P;1
2020-W35;CH031;Y50T54;M;P;1
2020-W35;CH031;Y55T59;T;P;1
2020-W35;CH031;Y55T59;M;P;1
2020-W35;CH031;Y60T64;T;P;1
2020-W35;CH031;Y60T64;M;P;1
2020-W35;CH031;Y65T69;T;P;1
2020-W35;CH031;Y65T69;F;P;1
2020-W35;CH031;Y70T74;T;P;5
2020-W35;CH031;Y70T74;M;P;5
2020-W35;CH031;Y75T79;T;P;2
2020-W35;CH031;Y75T79;F;P;1
2020-W35;CH031;Y75T79;M;P;1
2020-W35;CH031;Y80T84;T;P;5
2020-W35;CH031;Y80T84;F;P;1
2020-W35;CH031;Y80T84;M;P;4
2020-W35;CH031;Y85T89;T;P;9
2020-W35;CH031;Y85T89;F;P;5
2020-W35;CH031;Y85T89;M;P;4
2020-W35;CH031;Y_GE90;T;P;11
2020-W35;CH031;Y_GE90;F;P;8
2020-W35;CH031;Y_GE90;M;P;3
2020-W35;CH032;_T;T;P;56
2020-W35;CH032;_T;F;P;24
2020-W35;CH032;_T;M;P;32
2020-W35;CH032;Y40T44;T;P;1
2020-W35;CH032;Y40T44;M;P;1
2020-W35;CH032;Y45T49;T;P;1
2020-W35;CH032;Y45T49;M;P;1
2020-W35;CH032;Y50T54;T;P;5
2020-W35;CH032;Y50T54;F;P;2
2020-W35;CH032;Y50T54;M;P;3
2020-W35;CH032;Y55T59;T;P;2
2020-W35;CH032;Y55T59;M;P;2
2020-W35;CH032;Y60T64;T;P;2
2020-W35;CH032;Y60T64;M;P;2
2020-W35;CH032;Y65T69;T;P;2
2020-W35;CH032;Y65T69;F;P;1
2020-W35;CH032;Y65T69;M;P;1
2020-W35;CH032;Y70T74;T;P;4
2020-W35;CH032;Y70T74;F;P;3
2020-W35;CH032;Y70T74;M;P;1
2020-W35;CH032;Y75T79;T;P;8
2020-W35;CH032;Y75T79;F;P;2
2020-W35;CH032;Y75T79;M;P;6
2020-W35;CH032;Y80T84;T;P;7
2020-W35;CH032;Y80T84;F;P;2
2020-W35;CH032;Y80T84;M;P;5
2020-W35;CH032;Y85T89;T;P;13
2020-W35;CH032;Y85T89;F;P;7
2020-W35;CH032;Y85T89;M;P;6
2020-W35;CH032;Y_GE90;T;P;11
2020-W35;CH032;Y_GE90;F;P;7
2020-W35;CH032;Y_GE90;M;P;4
2020-W35;CH033;_T;T;P;87
2020-W35;CH033;_T;F;P;45
2020-W35;CH033;_T;M;P;42
2020-W35;CH033;Y35T39;T;P;1
2020-W35;CH033;Y35T39;F;P;1
2020-W35;CH033;Y40T44;T;P;1
2020-W35;CH033;Y40T44;M;P;1
2020-W35;CH033;Y45T49;T;P;1
2020-W35;CH033;Y45T49;M;P;1
2020-W35;CH033;Y50T54;T;P;1
2020-W35;CH033;Y50T54;M;P;1
2020-W35;CH033;Y55T59;T;P;3
2020-W35;CH033;Y55T59;F;P;2
2020-W35;CH033;Y55T59;M;P;1
2020-W35;CH033;Y60T64;T;P;3
2020-W35;CH033;Y60T64;F;P;1
2020-W35;CH033;Y60T64;M;P;2
2020-W35;CH033;Y65T69;T;P;4
2020-W35;CH033;Y65T69;F;P;3
2020-W35;CH033;Y65T69;M;P;1
2020-W35;CH033;Y70T74;T;P;9
2020-W35;CH033;Y70T74;F;P;4
2020-W35;CH033;Y70T74;M;P;5
2020-W35;CH033;Y75T79;T;P;13
2020-W35;CH033;Y75T79;F;P;5
2020-W35;CH033;Y75T79;M;P;8
2020-W35;CH033;Y80T84;T;P;10
2020-W35;CH033;Y80T84;F;P;4
2020-W35;CH033;Y80T84;M;P;6
2020-W35;CH033;Y85T89;T;P;14
2020-W35;CH033;Y85T89;F;P;8
2020-W35;CH033;Y85T89;M;P;6
2020-W35;CH033;Y_GE90;T;P;27
2020-W35;CH033;Y_GE90;F;P;17
2020-W35;CH033;Y_GE90;M;P;10
2020-W35;CH040;_T;T;P;194
2020-W35;CH040;_T;F;P;104
2020-W35;CH040;_T;M;P;90
2020-W35;CH040;Y0T4;T;P;2
2020-W35;CH040;Y0T4;F;P;1
2020-W35;CH040;Y0T4;M;P;1
2020-W35;CH040;Y30T34;T;P;1
2020-W35;CH040;Y30T34;F;P;1
2020-W35;CH040;Y35T39;T;P;2
2020-W35;CH040;Y35T39;F;P;1
2020-W35;CH040;Y35T39;M;P;1
2020-W35;CH040;Y40T44;T;P;2
2020-W35;CH040;Y40T44;F;P;1
2020-W35;CH040;Y40T44;M;P;1
2020-W35;CH040;Y45T49;T;P;5
2020-W35;CH040;Y45T49;F;P;2
2020-W35;CH040;Y45T49;M;P;3
2020-W35;CH040;Y50T54;T;P;3
2020-W35;CH040;Y50T54;F;P;1
2020-W35;CH040;Y50T54;M;P;2
2020-W35;CH040;Y55T59;T;P;4
2020-W35;CH040;Y55T59;F;P;1
2020-W35;CH040;Y55T59;M;P;3
2020-W35;CH040;Y60T64;T;P;7
2020-W35;CH040;Y60T64;F;P;2
2020-W35;CH040;Y60T64;M;P;5
2020-W35;CH040;Y65T69;T;P;6
2020-W35;CH040;Y65T69;F;P;1
2020-W35;CH040;Y65T69;M;P;5
2020-W35;CH040;Y70T74;T;P;17
2020-W35;CH040;Y70T74;F;P;6
2020-W35;CH040;Y70T74;M;P;11
2020-W35;CH040;Y75T79;T;P;22
2020-W35;CH040;Y75T79;F;P;12
2020-W35;CH040;Y75T79;M;P;10
2020-W35;CH040;Y80T84;T;P;27
2020-W35;CH040;Y80T84;F;P;13
2020-W35;CH040;Y80T84;M;P;14
2020-W35;CH040;Y85T89;T;P;27
2020-W35;CH040;Y85T89;F;P;17
2020-W35;CH040;Y85T89;M;P;10
2020-W35;CH040;Y_GE90;T;P;69
2020-W35;CH040;Y_GE90;F;P;45
2020-W35;CH040;Y_GE90;M;P;24
2020-W35;CH051;_T;T;P;9
2020-W35;CH051;_T;F;P;3
2020-W35;CH051;_T;M;P;6
2020-W35;CH051;Y70T74;T;P;3
2020-W35;CH051;Y70T74;F;P;2
2020-W35;CH051;Y70T74;M;P;1
2020-W35;CH051;Y75T79;T;P;2
2020-W35;CH051;Y75T79;M;P;2
2020-W35;CH051;Y80T84;T;P;1
2020-W35;CH051;Y80T84;M;P;1
2020-W35;CH051;Y85T89;T;P;1
2020-W35;CH051;Y85T89;M;P;1
2020-W35;CH051;Y_GE90;T;P;2
2020-W35;CH051;Y_GE90;F;P;1
2020-W35;CH051;Y_GE90;M;P;1
2020-W35;CH052;_T;T;P;14
2020-W35;CH052;_T;F;P;5
2020-W35;CH052;_T;M;P;9
2020-W35;CH052;Y50T54;T;P;1
2020-W35;CH052;Y50T54;M;P;1
2020-W35;CH052;Y55T59;T;P;2
2020-W35;CH052;Y55T59;F;P;1
2020-W35;CH052;Y55T59;M;P;1
2020-W35;CH052;Y60T64;T;P;2
2020-W35;CH052;Y60T64;M;P;2
2020-W35;CH052;Y65T69;T;P;1
2020-W35;CH052;Y65T69;F;P;1
2020-W35;CH052;Y80T84;T;P;2
2020-W35;CH052;Y80T84;M;P;2
2020-W35;CH052;Y85T89;T;P;2
2020-W35;CH052;Y85T89;F;P;1
2020-W35;CH052;Y85T89;M;P;1
2020-W35;CH052;Y_GE90;T;P;4
2020-W35;CH052;Y_GE90;F;P;2
2020-W35;CH052;Y_GE90;M;P;2
2020-W35;CH053;_T;T;P;13
2020-W35;CH053;_T;F;P;7
2020-W35;CH053;_T;M;P;6
2020-W35;CH053;Y50T54;T;P;1
2020-W35;CH053;Y50T54;M;P;1
2020-W35;CH053;Y65T69;T;P;1
2020-W35;CH053;Y65T69;F;P;1
2020-W35;CH053;Y70T74;T;P;3
2020-W35;CH053;Y70T74;F;P;3
2020-W35;CH053;Y75T79;T;P;2
2020-W35;CH053;Y75T79;M;P;2
2020-W35;CH053;Y80T84;T;P;1
2020-W35;CH053;Y80T84;M;P;1
2020-W35;CH053;Y85T89;T;P;1
2020-W35;CH053;Y85T89;M;P;1
2020-W35;CH053;Y_GE90;T;P;4
2020-W35;CH053;Y_GE90;F;P;3
2020-W35;CH053;Y_GE90;M;P;1
2020-W35;CH054;_T;T;P;4
2020-W35;CH054;_T;F;P;2
2020-W35;CH054;_T;M;P;2
2020-W35;CH054;Y85T89;T;P;1
2020-W35;CH054;Y85T89;F;P;1
2020-W35;CH054;Y_GE90;T;P;3
2020-W35;CH054;Y_GE90;F;P;1
2020-W35;CH054;Y_GE90;M;P;2
2020-W35;CH055;_T;T;P;60
2020-W35;CH055;_T;F;P;24
2020-W35;CH055;_T;M;P;36
2020-W35;CH055;Y0T4;T;P;1
2020-W35;CH055;Y0T4;M;P;1
2020-W35;CH055;Y25T29;T;P;1
2020-W35;CH055;Y25T29;F;P;1
2020-W35;CH055;Y50T54;T;P;1
2020-W35;CH055;Y50T54;M;P;1
2020-W35;CH055;Y55T59;T;P;1
2020-W35;CH055;Y55T59;M;P;1
2020-W35;CH055;Y60T64;T;P;3
2020-W35;CH055;Y60T64;F;P;2
2020-W35;CH055;Y60T64;M;P;1
2020-W35;CH055;Y65T69;T;P;7
2020-W35;CH055;Y65T69;F;P;2
2020-W35;CH055;Y65T69;M;P;5
2020-W35;CH055;Y70T74;T;P;5
2020-W35;CH055;Y70T74;F;P;3
2020-W35;CH055;Y70T74;M;P;2
2020-W35;CH055;Y75T79;T;P;5
2020-W35;CH055;Y75T79;F;P;1
2020-W35;CH055;Y75T79;M;P;4
2020-W35;CH055;Y80T84;T;P;13
2020-W35;CH055;Y80T84;F;P;5
2020-W35;CH055;Y80T84;M;P;8
2020-W35;CH055;Y85T89;T;P;11
2020-W35;CH055;Y85T89;F;P;2
2020-W35;CH055;Y85T89;M;P;9
2020-W35;CH055;Y_GE90;T;P;12
2020-W35;CH055;Y_GE90;F;P;8
2020-W35;CH055;Y_GE90;M;P;4
2020-W35;CH056;_T;T;P;29
2020-W35;CH056;_T;F;P;17
2020-W35;CH056;_T;M;P;12
2020-W35;CH056;Y50T54;T;P;2
2020-W35;CH056;Y50T54;F;P;1
2020-W35;CH056;Y50T54;M;P;1
2020-W35;CH056;Y60T64;T;P;1
2020-W35;CH056;Y60T64;F;P;1
2020-W35;CH056;Y65T69;T;P;1
2020-W35;CH056;Y65T69;M;P;1
2020-W35;CH056;Y70T74;T;P;3
2020-W35;CH056;Y70T74;F;P;1
2020-W35;CH056;Y70T74;M;P;2
2020-W35;CH056;Y80T84;T;P;6
2020-W35;CH056;Y80T84;F;P;3
2020-W35;CH056;Y80T84;M;P;3
2020-W35;CH056;Y85T89;T;P;3
2020-W35;CH056;Y85T89;F;P;3
2020-W35;CH056;Y_GE90;T;P;13
2020-W35;CH056;Y_GE90;F;P;8
2020-W35;CH056;Y_GE90;M;P;5
2020-W35;CH057;_T;T;P;34
2020-W35;CH057;_T;F;P;20
2020-W35;CH057;_T;M;P;14
2020-W35;CH057;Y55T59;T;P;2
2020-W35;CH057;Y55T59;M;P;2
2020-W35;CH057;Y60T64;T;P;2
2020-W35;CH057;Y60T64;M;P;2
2020-W35;CH057;Y65T69;T;P;4
2020-W35;CH057;Y65T69;F;P;3
2020-W35;CH057;Y65T69;M;P;1
2020-W35;CH057;Y70T74;T;P;1
2020-W35;CH057;Y70T74;F;P;1
2020-W35;CH057;Y75T79;T;P;7
2020-W35;CH057;Y75T79;F;P;2
2020-W35;CH057;Y75T79;M;P;5
2020-W35;CH057;Y80T84;T;P;9
2020-W35;CH057;Y80T84;F;P;7
2020-W35;CH057;Y80T84;M;P;2
2020-W35;CH057;Y85T89;T;P;7
2020-W35;CH057;Y85T89;F;P;6
2020-W35;CH057;Y85T89;M;P;1
2020-W35;CH057;Y_GE90;T;P;2
2020-W35;CH057;Y_GE90;F;P;1
2020-W35;CH057;Y_GE90;M;P;1
2020-W35;CH061;_T;T;P;47
2020-W35;CH061;_T;F;P;19
2020-W35;CH061;_T;M;P;28
2020-W35;CH061;Y50T54;T;P;1
2020-W35;CH061;Y50T54;M;P;1
2020-W35;CH061;Y55T59;T;P;2
2020-W35;CH061;Y55T59;F;P;2
2020-W35;CH061;Y60T64;T;P;4
2020-W35;CH061;Y60T64;F;P;2
2020-W35;CH061;Y60T64;M;P;2
2020-W35;CH061;Y65T69;T;P;1
2020-W35;CH061;Y65T69;M;P;1
2020-W35;CH061;Y70T74;T;P;6
2020-W35;CH061;Y70T74;F;P;2
2020-W35;CH061;Y70T74;M;P;4
2020-W35;CH061;Y75T79;T;P;3
2020-W35;CH061;Y75T79;F;P;1
2020-W35;CH061;Y75T79;M;P;2
2020-W35;CH061;Y80T84;T;P;4
2020-W35;CH061;Y80T84;F;P;1
2020-W35;CH061;Y80T84;M;P;3
2020-W35;CH061;Y85T89;T;P;15
2020-W35;CH061;Y85T89;F;P;4
2020-W35;CH061;Y85T89;M;P;11
2020-W35;CH061;Y_GE90;T;P;11
2020-W35;CH061;Y_GE90;F;P;7
2020-W35;CH061;Y_GE90;M;P;4
2020-W35;CH062;_T;T;P;7
2020-W35;CH062;_T;F;P;3
2020-W35;CH062;_T;M;P;4
2020-W35;CH062;Y40T44;T;P;1
2020-W35;CH062;Y40T44;F;P;1
2020-W35;CH062;Y75T79;T;P;1
2020-W35;CH062;Y75T79;F;P;1
2020-W35;CH062;Y80T84;T;P;1
2020-W35;CH062;Y80T84;M;P;1
2020-W35;CH062;Y85T89;T;P;2
2020-W35;CH062;Y85T89;F;P;1
2020-W35;CH062;Y85T89;M;P;1
2020-W35;CH062;Y_GE90;T;P;2
2020-W35;CH062;Y_GE90;M;P;2
2020-W35;CH063;_T;T;P;18
2020-W35;CH063;_T;F;P;8
2020-W35;CH063;_T;M;P;10
2020-W35;CH063;Y50T54;T;P;1
2020-W35;CH063;Y50T54;M;P;1
2020-W35;CH063;Y55T59;T;P;1
2020-W35;CH063;Y55T59;M;P;1
2020-W35;CH063;Y60T64;T;P;1
2020-W35;CH063;Y60T64;F;P;1
2020-W35;CH063;Y70T74;T;P;2
2020-W35;CH063;Y70T74;F;P;1
2020-W35;CH063;Y70T74;M;P;1
2020-W35;CH063;Y75T79;T;P;1
2020-W35;CH063;Y75T79;M;P;1
2020-W35;CH063;Y80T84;T;P;1
2020-W35;CH063;Y80T84;M;P;1
2020-W35;CH063;Y85T89;T;P;5
2020-W35;CH063;Y85T89;F;P;2
2020-W35;CH063;Y85T89;M;P;3
2020-W35;CH063;Y_GE90;T;P;6
2020-W35;CH063;Y_GE90;F;P;4
2020-W35;CH063;Y_GE90;M;P;2
2020-W35;CH064;_T;T;P;3
2020-W35;CH064;_T;F;P;1
2020-W35;CH064;_T;M;P;2
2020-W35;CH064;Y75T79;T;P;1
2020-W35;CH064;Y75T79;F;P;1
2020-W35;CH064;Y80T84;T;P;1
2020-W35;CH064;Y80T84;M;P;1
2020-W35;CH064;Y85T89;T;P;1
2020-W35;CH064;Y85T89;M;P;1
2020-W35;CH065;_T;T;P;7
2020-W35;CH065;_T;F;P;5
2020-W35;CH065;_T;M;P;2
2020-W35;CH065;Y20T24;T;P;1
2020-W35;CH065;Y20T24;F;P;1
2020-W35;CH065;Y60T64;T;P;1
2020-W35;CH065;Y60T64;M;P;1
2020-W35;CH065;Y65T69;T;P;1
2020-W35;CH065;Y65T69;M;P;1
2020-W35;CH065;Y70T74;T;P;1
2020-W35;CH065;Y70T74;F;P;1
2020-W35;CH065;Y80T84;T;P;1
2020-W35;CH065;Y80T84;F;P;1
2020-W35;CH065;Y85T89;T;P;1
2020-W35;CH065;Y85T89;F;P;1
2020-W35;CH065;Y_GE90;T;P;1
2020-W35;CH065;Y_GE90;F;P;1
2020-W35;CH066;_T;T;P;11
2020-W35;CH066;_T;F;P;6
2020-W35;CH066;_T;M;P;5
2020-W35;CH066;Y70T74;T;P;1
2020-W35;CH066;Y70T74;F;P;1
2020-W35;CH066;Y80T84;T;P;2
2020-W35;CH066;Y80T84;F;P;1
2020-W35;CH066;Y80T84;M;P;1
2020-W35;CH066;Y85T89;T;P;4
2020-W35;CH066;Y85T89;F;P;2
2020-W35;CH066;Y85T89;M;P;2
2020-W35;CH066;Y_GE90;T;P;4
2020-W35;CH066;Y_GE90;F;P;2
2020-W35;CH066;Y_GE90;M;P;2
2020-W35;CH070;_T;T;P;54
2020-W35;CH070;_T;F;P;31
2020-W35;CH070;_T;M;P;23
