"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","timeframe_phase2b","offset_Phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"OW",2020-05-12,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-13,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-14,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-15,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-16,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-17,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-18,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-19,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-20,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-21,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-22,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-23,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-24,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-25,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0.14,0.07,TRUE,1,37930,0,0.37,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-26,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0.14,0.07,TRUE,1,37930,0,0.37,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-27,0,6,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,0,0.14,0.07,TRUE,1,37930,0,0.37,0.18,15.82,NA,NA,NA,NA,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-28,1,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0.14,0.07,TRUE,1,37930,2.64,0.37,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,1,2.64,"COVID19Hosp","","2021-03-24_07-49-49","day",1,0,0
"OW",2020-05-29,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0.14,0.07,TRUE,1,37930,0,0.37,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-30,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0.14,0.07,TRUE,1,37930,0,0.37,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-05-31,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0.14,0.07,TRUE,1,37930,0,0.37,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-01,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0,0.07,TRUE,1,37930,0,0,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-02,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0,0.07,TRUE,1,37930,0,0,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-03,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,1,1,0,0.07,TRUE,1,37930,0,0,0.18,18.46,NA,NA,NA,NA,NA,2.64,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-04,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,NA,NA,0,2.64,-1,-2.64,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-05,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,NA,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-06,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,NA,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-07,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,FALSE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,NA,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-08,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-09,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-10,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,1,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,2.64,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-11,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-12,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-13,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-14,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-15,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-16,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-17,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-18,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-19,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-20,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-21,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-22,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-23,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-24,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-25,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-26,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-27,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-28,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-29,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-06-30,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-01,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-02,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-03,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-04,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-05,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-06,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-07,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-08,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-09,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-10,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-11,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-12,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-13,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-14,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-15,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-16,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-17,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-18,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-19,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-20,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-21,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-22,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-23,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-24,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-25,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-26,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-27,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-28,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-29,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-30,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-07-31,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-01,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-02,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-03,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-04,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-05,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-06,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-07,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-08,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-09,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-10,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-11,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0,TRUE,1,37930,0,0,0,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-12,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
"OW",2020-08-13,0,7,FALSE,108,0,FALSE,107,0,FALSE,101,0,TRUE,7,0,FALSE,10,0,0,0,0,0.07,TRUE,1,37930,0,0,0.18,18.46,NA,NA,NA,0,NA,0,0,0,0,"COVID19Hosp","","2021-03-24_07-49-49","day",0,0,0
