"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202052,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202103,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202106,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"SH","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"SO","male",0,"sex",137659,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","male",0,"sex",137659,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"SO","male",2,"sex",137659,2,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",1,100
202102,"SO","male",0,"sex",137659,2,0,0.15,0,202.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"SO","male",25,"sex",137659,27,0.02,0.24,0.02,332.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.198,19.8
202104,"SO","male",249,"sex",137659,276,0.18,0.46,0.2,636.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.414,41.4
202105,"SO","male",1142,"sex",137659,1418,0.83,0.61,1.03,835.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.377,37.7
202106,"SO","male",907,"sex",137659,2325,0.66,0.64,1.69,885.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.506,50.6
202107,"SO","male",2128,"sex",137659,4453,1.55,0.73,3.23,1005.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.444,44.4
202108,"SO","male",1396,"sex",137659,5849,1.01,0.75,4.25,1035,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.457,45.7
202109,"SO","male",354,"sex",137659,6203,0.26,NA,4.51,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.497,49.7
202110,"SO","male",860,"sex",137659,7063,0.62,NA,5.13,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.489,48.9
202111,"SO","male",458,"sex",137659,7521,0.33,NA,5.46,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.506,50.6
202052,"SO","female",0,"sex",137588,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","female",0,"sex",137588,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"SO","female",0,"sex",137588,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202102,"SO","female",0,"sex",137588,0,0,0.24,0,334.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"SO","female",101,"sex",137588,101,0.07,0.33,0.07,460.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.802,80.2
202104,"SO","female",353,"sex",137588,454,0.26,0.61,0.33,841.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.586,58.6
202105,"SO","female",1885,"sex",137588,2339,1.37,0.78,1.7,1078.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.623,62.3
202106,"SO","female",886,"sex",137588,3225,0.64,0.82,2.34,1129.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.494,49.4
202107,"SO","female",2667,"sex",137588,5892,1.94,0.9,4.28,1243.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.556,55.6
202108,"SO","female",1659,"sex",137588,7551,1.21,0.91,5.49,1257,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.543,54.3
202109,"SO","female",358,"sex",137588,7909,0.26,NA,5.75,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.503,50.3
202110,"SO","female",897,"sex",137588,8806,0.65,NA,6.4,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.511,51.1
202111,"SO","female",447,"sex",137588,9253,0.32,NA,6.73,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.494,49.4
202052,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202102,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202106,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"UR","male",0,"sex",18739,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","male",0,"sex",18739,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","male",0,"sex",18739,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"UR","male",0,"sex",18739,0,0,0.25,0,47.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"UR","male",0,"sex",18739,0,0,0.39,0,73,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"UR","male",144,"sex",18739,144,0.77,0.52,0.77,97.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.393,39.3
202105,"UR","male",186,"sex",18739,330,0.99,0.65,1.76,121.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.443,44.3
202106,"UR","male",181,"sex",18739,511,0.97,0.74,2.73,138.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.499,49.9
202107,"UR","male",174,"sex",18739,685,0.93,0.88,3.66,165.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.512,51.2
202108,"UR","male",165,"sex",18739,850,0.88,0.79,4.54,147.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.467,46.7
202109,"UR","male",120,"sex",18739,970,0.64,NA,5.18,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.471,47.1
202110,"UR","male",186,"sex",18739,1156,0.99,NA,6.17,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.457,45.7
202111,"UR","male",20,"sex",18739,1176,0.11,NA,6.28,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.556,55.6
202052,"UR","female",0,"sex",17964,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","female",0,"sex",17964,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","female",0,"sex",17964,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"UR","female",0,"sex",17964,0,0,0.36,0,65.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"UR","female",0,"sex",17964,0,0,0.51,0,91.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"UR","female",222,"sex",17964,222,1.24,0.64,1.24,114.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.607,60.7
202105,"UR","female",234,"sex",17964,456,1.3,0.79,2.54,141.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.557,55.7
202106,"UR","female",182,"sex",17964,638,1.01,0.9,3.55,161,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.501,50.1
202107,"UR","female",166,"sex",17964,804,0.92,1.07,4.48,192.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.488,48.8
202108,"UR","female",188,"sex",17964,992,1.05,0.91,5.52,163.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.533,53.3
202109,"UR","female",135,"sex",17964,1127,0.75,NA,6.27,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.529,52.9
202110,"UR","female",221,"sex",17964,1348,1.23,NA,7.5,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.543,54.3
202111,"UR","female",16,"sex",17964,1364,0.09,NA,7.59,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.444,44.4
202052,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202106,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"VD","male",0,"sex",395189,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","male",0,"sex",395189,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"VD","male",0,"sex",395189,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"VD","male",0,"sex",395189,0,0,0.02,0,80,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"VD","male",0,"sex",395189,0,0,0.13,0,524.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"VD","male",31,"sex",395189,31,0.01,0.25,0.01,971.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.333,33.3
202105,"VD","male",529,"sex",395189,560,0.13,0.4,0.14,1588.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.342,34.2
202106,"VD","male",3110,"sex",395189,3670,0.79,0.47,0.93,1850.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.422,42.2
202107,"VD","male",3133,"sex",395189,6803,0.79,0.5,1.72,1973.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.473,47.3
202108,"VD","male",4314,"sex",395189,11117,1.09,0.64,2.81,2545.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.452,45.2
202109,"VD","male",1835,"sex",395189,12952,0.46,NA,3.28,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.45,45
202110,"VD","male",860,"sex",395189,13812,0.22,NA,3.5,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.407,40.7
202111,"VD","male",4040,"sex",395189,17852,1.02,NA,4.52,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.465,46.5
202052,"VD","female",0,"sex",409909,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","female",0,"sex",409909,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"VD","female",0,"sex",409909,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"VD","female",0,"sex",409909,0,0,0.04,0,154.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"VD","female",0,"sex",409909,0,0,0.19,0,762.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"VD","female",62,"sex",409909,62,0.02,0.31,0.02,1260.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.667,66.7
202105,"VD","female",1017,"sex",409909,1079,0.25,0.49,0.26,2009,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.658,65.8
202106,"VD","female",4258,"sex",409909,5337,1.04,0.57,1.3,2329.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.578,57.8
202107,"VD","female",3488,"sex",409909,8825,0.85,0.61,2.15,2508.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.527,52.7
202108,"VD","female",5238,"sex",409909,14063,1.28,0.77,3.43,3162.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.548,54.8
202109,"VD","female",2241,"sex",409909,16304,0.55,NA,3.98,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.55,55
202110,"VD","female",1254,"sex",409909,17558,0.31,NA,4.28,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.593,59.3
202111,"VD","female",4643,"sex",409909,22201,1.13,NA,5.42,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.535,53.5
202052,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202106,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"ZG","male",0,"sex",64594,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"ZG","male",1,"sex",64594,1,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.333,33.3
202101,"ZG","male",0,"sex",64594,1,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"ZG","male",101,"sex",64594,102,0.16,0.09,0.16,57.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.486,48.6
202103,"ZG","male",49,"sex",64594,151,0.08,0.2,0.23,129.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.338,33.8
202104,"ZG","male",2,"sex",64594,153,0,0.59,0.24,383.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.286,28.6
202105,"ZG","male",249,"sex",64594,402,0.39,0.7,0.62,449.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.431,43.1
202106,"ZG","male",505,"sex",64594,907,0.78,0.71,1.4,460.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.489,48.9
202107,"ZG","male",1777,"sex",64594,2684,2.75,0.72,4.16,466.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.452,45.2
202108,"ZG","male",464,"sex",64594,3148,0.72,0.76,4.87,488.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.441,44.1
202109,"ZG","male",176,"sex",64594,3324,0.27,NA,5.15,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.477,47.7
202110,"ZG","male",90,"sex",64594,3414,0.14,NA,5.29,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.523,52.3
202111,"ZG","male",156,"sex",64594,3570,0.24,NA,5.53,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.443,44.3
202052,"ZG","female",0,"sex",63048,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"ZG","female",2,"sex",63048,2,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.667,66.7
202101,"ZG","female",0,"sex",63048,2,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"ZG","female",107,"sex",63048,109,0.17,0.12,0.17,77,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.514,51.4
202103,"ZG","female",96,"sex",63048,205,0.15,0.24,0.33,152.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.662,66.2
202104,"ZG","female",5,"sex",63048,210,0.01,0.73,0.33,459.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.714,71.4
202105,"ZG","female",329,"sex",63048,539,0.52,0.86,0.85,543.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.569,56.9
202106,"ZG","female",528,"sex",63048,1067,0.84,0.88,1.69,555.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.511,51.1
202107,"ZG","female",2151,"sex",63048,3218,3.41,0.88,5.1,553.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.548,54.8
202108,"ZG","female",587,"sex",63048,3805,0.93,0.92,6.04,580.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.559,55.9
202109,"ZG","female",193,"sex",63048,3998,0.31,NA,6.34,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.523,52.3
202110,"ZG","female",82,"sex",63048,4080,0.13,NA,6.47,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.477,47.7
202111,"ZG","female",196,"sex",63048,4276,0.31,NA,6.78,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.557,55.7
202052,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202101,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202103,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202106,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
